3 | extra cellular matrix | motor protein | nuclear-envelope | carbon skeleton 
3230 | amino group | nitrogen atom | thylakoid space | aqueous solution 
3231 | amino group | hydrogen atom | thylakoid space | aqueous solution 
3231 | amino group | hydrogen atom | thylakoid space | aqueous solution 
3232 | carbonyl group | oxygen atom | secondary structure | primary structure 
3232 | carbonyl group | oxygen atom | secondary structure | hydrogen-bond 
3234 | capsule | cell wall | tertiary protein structure | hydrogen-bond 
3234 | capsule | cell wall | tertiary protein structure | van der waals interaction 
3234 | capsule | cell wall | tertiary protein structure | hydrophobic interaction 
3234 | capsule | cell wall | tertiary protein structure | secondary structure 
3236 | extra cellular matrix | motor protein | capsule | cell wall 
3237 | extra cellular matrix | aqueous solution | capsule | cell wall 
3245 | nucleus | nucleolus | capsule | cell wall 
3248 | extra cellular matrix | motor protein | membrane | carbon skeleton 
3249 | extra cellular matrix | aqueous solution | membrane | carbon skeleton 
3250 | tertiary protein structure | hydrogen-bond | chloroplast | stroma 
3251 | tertiary protein structure | van der waals interaction | chloroplast | stroma 
3252 | tertiary protein structure | hydrophobic interaction | chloroplast | stroma 
3253 | tertiary protein structure | secondary structure | chloroplast | stroma 
3254 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
3254 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
3255 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
3255 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
3259 | chloroplast | stroma | secondary structure | primary structure 
3259 | chloroplast | stroma | secondary structure | hydrogen-bond 
3262 | orbital | electron | first electron-shell | atomic nucleus 
3263 | carbonyl group | oxygen atom | amyloplast | starch 
3271 | carbonyl group | oxygen atom | membrane | carbon skeleton 
3278 | chloroplast | stroma | chloroplast | stroma 
3281 | membrane | carbon skeleton | first electron-shell | atomic nucleus 
3287 | capsule | cell wall | nuclear-envelope | carbon skeleton 
3288 | hydroxyl group | hydrogen atom | second electron-shell | first electron-shell 
3289 | hydroxyl group | oxygen atom | second electron-shell | first electron-shell 
3292 | capsule | cell wall | secondary structure | primary structure 
3292 | capsule | cell wall | secondary structure | hydrogen-bond 
3316 | leaf | oxygen molecule | first electron-shell | atomic nucleus 
3325 | atomic nucleus | proton | tertiary protein structure | hydrogen-bond 
3325 | atomic nucleus | proton | tertiary protein structure | van der waals interaction 
3325 | atomic nucleus | proton | tertiary protein structure | hydrophobic interaction 
3325 | atomic nucleus | proton | tertiary protein structure | secondary structure 
3326 | secondary structure | primary structure | cisternal space | aqueous solution 
3327 | secondary structure | hydrogen-bond | cisternal space | aqueous solution 
3328 | amyloplast | starch | secondary structure | primary structure 
3328 | amyloplast | starch | secondary structure | hydrogen-bond 
3334 | carboxyl group | hydrogen atom | nuclear-envelope | carbon skeleton 
3335 | carboxyl group | oxygen atom | nuclear-envelope | carbon skeleton 
3336 | carboxyl group | oxygen atom | nuclear-envelope | carbon skeleton 
3343 | stroma | ribosome | amyloplast | starch 
3344 | stroma | protein enzyme | amyloplast | starch 
3345 | stroma | protein enzyme | amyloplast | starch 
3346 | stroma | MRNA | amyloplast | starch 
3347 | chloroplast | stroma | cisternal space | aqueous solution 
3348 | leaf | oxygen molecule | tertiary protein structure | hydrogen-bond 
3348 | leaf | oxygen molecule | tertiary protein structure | van der waals interaction 
3348 | leaf | oxygen molecule | tertiary protein structure | hydrophobic interaction 
3348 | leaf | oxygen molecule | tertiary protein structure | secondary structure 
3359 | carboxyl group | hydrogen atom | capsule | cell wall 
3360 | carboxyl group | oxygen atom | capsule | cell wall 
3361 | carboxyl group | oxygen atom | capsule | cell wall 
3362 | hydration shell | water molecule | second electron-shell | first electron-shell 
3363 | hydration shell | water molecule | second electron-shell | first electron-shell 
3365 | orbital | electron | membrane | carbon skeleton 
3368 | sulfhydryl group | sulfur atom | capsule | cell wall 
3369 | sulfhydryl group | hydrogen atom | capsule | cell wall 
3376 | orbital | electron | tertiary protein structure | hydrogen-bond 
3376 | orbital | electron | tertiary protein structure | van der waals interaction 
3376 | orbital | electron | tertiary protein structure | hydrophobic interaction 
3376 | orbital | electron | tertiary protein structure | secondary structure 
3378 | extra cellular matrix | motor protein | first electron-shell | atomic nucleus 
3379 | extra cellular matrix | aqueous solution | first electron-shell | atomic nucleus 
3389 | membrane | carbon skeleton | secondary structure | primary structure 
3389 | membrane | carbon skeleton | secondary structure | hydrogen-bond 
3390 | amino group | nitrogen atom | cisternal space | aqueous solution 
3391 | amino group | hydrogen atom | cisternal space | aqueous solution 
3405 | tertiary protein structure | hydrogen-bond | nuclear-envelope | carbon skeleton 
3406 | tertiary protein structure | van der waals interaction | nuclear-envelope | carbon skeleton 
3407 | tertiary protein structure | hydrophobic interaction | nuclear-envelope | carbon skeleton 
3408 | tertiary protein structure | secondary structure | nuclear-envelope | carbon skeleton 
3409 | leaf | oxygen molecule | cisternal space | aqueous solution 
3410 | mitochondrial matrix | aqueous solution | membrane | carbon skeleton 
3411 | mitochondrial matrix | protein enzyme | membrane | carbon skeleton 
3412 | mitochondrial matrix | ribosome | membrane | carbon skeleton 
3419 | nucleus | nucleolus | first electron-shell | atomic nucleus 
3423 | first electron-shell | atomic nucleus | cisternal space | aqueous solution 
3429 | phosphate group | oxygen atom | chloroplast | stroma 
3430 | phosphate group | phosphorus atom | chloroplast | stroma 
3431 | phosphate group | oxygen atom | chloroplast | stroma 
3432 | second electron-shell | first electron-shell | thylakoid space | aqueous solution 
3432 | second electron-shell | first electron-shell | thylakoid space | aqueous solution 
3433 | sulfhydryl group | sulfur atom | membrane | carbon skeleton 
3434 | sulfhydryl group | hydrogen atom | membrane | carbon skeleton 
3454 | mitochondrial membrane | carbon skeleton | first electron-shell | atomic nucleus 
3455 | orbital | electron | nuclear-envelope | carbon skeleton 
3456 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
3456 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
3456 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
3456 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
3457 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
3457 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
3457 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
3457 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
3458 | extra cellular matrix | motor protein | second electron-shell | first electron-shell 
3459 | extra cellular matrix | aqueous solution | second electron-shell | first electron-shell 
3460 | cisternal space | aqueous solution | membrane | carbon skeleton 
3475 | capsule | cell wall | secondary structure | primary structure 
3475 | capsule | cell wall | secondary structure | hydrogen-bond 
3491 | peroxisome | protein enzyme | second electron-shell | first electron-shell 
3492 | peroxisome | protein enzyme | second electron-shell | first electron-shell 
3493 | tertiary protein structure | hydrogen-bond | cisternal space | aqueous solution 
3494 | tertiary protein structure | van der waals interaction | cisternal space | aqueous solution 
3495 | tertiary protein structure | hydrophobic interaction | cisternal space | aqueous solution 
3496 | tertiary protein structure | secondary structure | cisternal space | aqueous solution 
3505 | nucleus | nucleolus | membrane | carbon skeleton 
3506 | stroma | ribosome | capsule | cell wall 
3507 | stroma | protein enzyme | capsule | cell wall 
3508 | stroma | protein enzyme | capsule | cell wall 
3509 | stroma | MRNA | capsule | cell wall 
3511 | stroma | ribosome | capsule | cell wall 
3512 | stroma | protein enzyme | capsule | cell wall 
3513 | stroma | protein enzyme | capsule | cell wall 
3514 | stroma | MRNA | capsule | cell wall 
3522 | hydration shell | water molecule | chloroplast | stroma 
3523 | hydration shell | water molecule | chloroplast | stroma 
3524 | amino group | nitrogen atom | capsule | cell wall 
3525 | amino group | hydrogen atom | capsule | cell wall 
3526 | thylakoid space | aqueous solution | amyloplast | starch 
3527 | thylakoid space | aqueous solution | amyloplast | starch 
3530 | tertiary protein structure | hydrogen-bond | thylakoid space | aqueous solution 
3530 | tertiary protein structure | hydrogen-bond | thylakoid space | aqueous solution 
3531 | tertiary protein structure | van der waals interaction | thylakoid space | aqueous solution 
3531 | tertiary protein structure | van der waals interaction | thylakoid space | aqueous solution 
3532 | tertiary protein structure | hydrophobic interaction | thylakoid space | aqueous solution 
3532 | tertiary protein structure | hydrophobic interaction | thylakoid space | aqueous solution 
3533 | tertiary protein structure | secondary structure | thylakoid space | aqueous solution 
3533 | tertiary protein structure | secondary structure | thylakoid space | aqueous solution 
3541 | chloroplast membrane | carbon skeleton | second electron-shell | first electron-shell 
3542 | chloroplast membrane | carbon skeleton | second electron-shell | first electron-shell 
3549 | sulfhydryl group | sulfur atom | membrane | carbon skeleton 
3550 | sulfhydryl group | hydrogen atom | membrane | carbon skeleton 
3552 | carbonyl group | oxygen atom | secondary structure | primary structure 
3552 | carbonyl group | oxygen atom | secondary structure | hydrogen-bond 
3553 | sulfhydryl group | sulfur atom | capsule | cell wall 
3554 | sulfhydryl group | hydrogen atom | capsule | cell wall 
3556 | methyl group | hydrogen atom | membrane | carbon skeleton 
3564 | extra cellular matrix | motor protein | second electron-shell | first electron-shell 
