0 | ethyl alcohol | polar covalent bond | pyruvate | kinetic energy 
12337 | basic amino acid | single bond | glycoprotein | kinetic energy 
12338 | basic amino acid | kinetic energy | glycoprotein | kinetic energy 
12339 | amylose | kinetic energy | microfilament | kinetic energy 
12340 | amylose | double bond | microfilament | kinetic energy 
12341 | intermediate filament | kinetic energy | steroid | kinetic energy 
12342 | intermediate filament | covalent bond | steroid | kinetic energy 
12343 | ATP synthase | kinetic energy | plant cell | turgor pressure 
12344 | ATP synthase | peptide linkage | plant cell | turgor pressure 
12345 | methane | single bond | glucose | kinetic energy 
12345 | methane | single bond | glucose | double bond 
12345 | methane | single bond | glucose | polar covalent bond 
12346 | protein | peptide linkage | carboxylic acid | kinetic energy 
12347 | hydroxide ion | polar covalent bond | polymer | covalent bond 
12348 | hexose | polar covalent bond | hydrophilic amino acid | single bond 
12349 | hexose | double bond | hydrophilic amino acid | single bond 
12350 | hydrophobic substance | nonpolar covalent bond | PGAP | double bond 
12350 | hydrophobic substance | nonpolar covalent bond | PGAP | single bond 
12350 | hydrophobic substance | nonpolar covalent bond | PGAP | double bond 
12350 | hydrophobic substance | nonpolar covalent bond | PGAP | kinetic energy 
12351 | lysosomal enzyme | kinetic energy | plastoquinone | kinetic energy 
12352 | alcohol | kinetic energy | cytochrome | kinetic energy 
12353 | alcohol | polar covalent bond | cytochrome | kinetic energy 
12354 | ATP | kinetic energy | 3 phosphoglycerate | kinetic energy 
12354 | ATP | kinetic energy | 3 phosphoglycerate | double bond 
12354 | ATP | kinetic energy | 3 phosphoglycerate | single bond 
12354 | ATP | kinetic energy | 3 phosphoglycerate | double bond 
12355 | ATP | double bond | 3 phosphoglycerate | kinetic energy 
12355 | ATP | double bond | 3 phosphoglycerate | double bond 
12355 | ATP | double bond | 3 phosphoglycerate | single bond 
12355 | ATP | double bond | 3 phosphoglycerate | double bond 
12356 | ATP | single bond | 3 phosphoglycerate | kinetic energy 
12356 | ATP | single bond | 3 phosphoglycerate | double bond 
12356 | ATP | single bond | 3 phosphoglycerate | single bond 
12356 | ATP | single bond | 3 phosphoglycerate | double bond 
12357 | hydrophobic amino acid | nonpolar covalent bond | glycine | nonpolar covalent bond 
12357 | hydrophobic amino acid | nonpolar covalent bond | glycine | kinetic energy 
12358 | ethyl alcohol | polar covalent bond | PGAP | double bond 
12358 | ethyl alcohol | polar covalent bond | PGAP | single bond 
12358 | ethyl alcohol | polar covalent bond | PGAP | double bond 
12358 | ethyl alcohol | polar covalent bond | PGAP | kinetic energy 
12359 | ethyl alcohol | polar covalent bond | PGAP | double bond 
12359 | ethyl alcohol | polar covalent bond | PGAP | single bond 
12359 | ethyl alcohol | polar covalent bond | PGAP | double bond 
12359 | ethyl alcohol | polar covalent bond | PGAP | kinetic energy 
12360 | NADP Plus | kinetic energy | ketone | kinetic energy 
12360 | NADP Plus | kinetic energy | ketone | double bond 
12361 | tubulin | kinetic energy | transport membrane protein | kinetic energy 
12363 | DNA | phosphodiester bond | water molecule | polar covalent bond 
12363 | DNA | phosphodiester bond | water molecule | polar covalent bond 
12364 | nonpolar molecule | covalent bond | storage polysaccharide | kinetic energy 
12364 | nonpolar molecule | covalent bond | storage polysaccharide | polar covalent bond 
12364 | nonpolar molecule | covalent bond | storage polysaccharide | double bond 
12365 | P680 | kinetic energy | monosaccharide | double bond 
12365 | P680 | kinetic energy | monosaccharide | polar covalent bond 
12366 | P680 | single bond | monosaccharide | double bond 
12366 | P680 | single bond | monosaccharide | polar covalent bond 
12367 | starch | kinetic energy | PEP carboxylase | kinetic energy 
12367 | starch | kinetic energy | PEP carboxylase | disulfide bond 
12368 | starch | double bond | PEP carboxylase | kinetic energy 
12368 | starch | double bond | PEP carboxylase | disulfide bond 
12369 | steroid | kinetic energy | glycolipid | kinetic energy 
12370 | NADPH | kinetic energy | basic amino acid | single bond 
12370 | NADPH | kinetic energy | basic amino acid | kinetic energy 
12371 | ionic compound | ionic attraction | plant cell | turgor pressure 
12372 | carrier protein | kinetic energy | triose | double bond 
12372 | carrier protein | kinetic energy | triose | polar covalent bond 
12373 | carrier protein | peptide linkage | triose | double bond 
12373 | carrier protein | peptide linkage | triose | polar covalent bond 
12374 | phospholipid | kinetic energy | integrin | kinetic energy 
12375 | phospholipid | ester linkage | integrin | kinetic energy 
12376 | nonpolar molecule | covalent bond | monosaccharide | double bond 
12376 | nonpolar molecule | covalent bond | monosaccharide | polar covalent bond 
12377 | NADPH | kinetic energy | NADPH | kinetic energy 
12378 | carboxylic acid | kinetic energy | hydrophobic substance | nonpolar covalent bond 
12379 | maltose | double bond | aquaporin | kinetic energy 
12380 | maltose | kinetic energy | aquaporin | kinetic energy 
12381 | maltose | polar covalent bond | aquaporin | kinetic energy 
12382 | beta tubulin | kinetic energy | NAD plus | covalent bond 
12382 | beta tubulin | kinetic energy | NAD plus | kinetic energy 
12383 | beta tubulin | peptide linkage | NAD plus | covalent bond 
12383 | beta tubulin | peptide linkage | NAD plus | kinetic energy 
12384 | MRNA | phosphodiester bond | glycogen | polar covalent bond 
12384 | MRNA | phosphodiester bond | glycogen | kinetic energy 
12385 | MRNA | double bond | glycogen | polar covalent bond 
12385 | MRNA | double bond | glycogen | kinetic energy 
12386 | MRNA | kinetic energy | glycogen | polar covalent bond 
12386 | MRNA | kinetic energy | glycogen | kinetic energy 
12387 | PGAP | double bond | ATP synthase | kinetic energy 
12387 | PGAP | double bond | ATP synthase | peptide linkage 
12388 | PGAP | single bond | ATP synthase | kinetic energy 
12388 | PGAP | single bond | ATP synthase | peptide linkage 
12389 | PGAP | double bond | ATP synthase | kinetic energy 
12389 | PGAP | double bond | ATP synthase | peptide linkage 
12390 | PGAP | kinetic energy | ATP synthase | kinetic energy 
12390 | PGAP | kinetic energy | ATP synthase | peptide linkage 
12391 | tyrosine | nonpolar covalent bond | hydrocarbon molecule | single bond 
12391 | tyrosine | nonpolar covalent bond | hydrocarbon molecule | kinetic energy 
12392 | tyrosine | polar covalent bond | hydrocarbon molecule | single bond 
12392 | tyrosine | polar covalent bond | hydrocarbon molecule | kinetic energy 
12393 | tyrosine | kinetic energy | hydrocarbon molecule | single bond 
12393 | tyrosine | kinetic energy | hydrocarbon molecule | kinetic energy 
12394 | tyrosine | single bond | hydrocarbon molecule | single bond 
12394 | tyrosine | single bond | hydrocarbon molecule | kinetic energy 
12395 | hydroxide ion | polar covalent bond | coenzyme A | kinetic energy 
12396 | saturated fatty acid | kinetic energy | glycoprotein | kinetic energy 
12397 | saturated fatty acid | single bond | glycoprotein | kinetic energy 
12398 | nonpolar molecule | covalent bond | glucose | kinetic energy 
12398 | nonpolar molecule | covalent bond | glucose | double bond 
12398 | nonpolar molecule | covalent bond | glucose | polar covalent bond 
12399 | ribulose bisphosphate | double bond | disaccharide | double bond 
12399 | ribulose bisphosphate | double bond | disaccharide | polar covalent bond 
12399 | ribulose bisphosphate | double bond | disaccharide | kinetic energy 
12399 | ribulose bisphosphate | double bond | disaccharide | glycosidic linkage 
12400 | ribulose bisphosphate | polar covalent bond | disaccharide | double bond 
12400 | ribulose bisphosphate | polar covalent bond | disaccharide | polar covalent bond 
12400 | ribulose bisphosphate | polar covalent bond | disaccharide | kinetic energy 
12400 | ribulose bisphosphate | polar covalent bond | disaccharide | glycosidic linkage 
12401 | ketone | kinetic energy | hydrophobic substance | nonpolar covalent bond 
12402 | ketone | double bond | hydrophobic substance | nonpolar covalent bond 
12403 | amino acid | kinetic energy | NADP Plus | kinetic energy 
12404 | integrin | kinetic energy | glycine | nonpolar covalent bond 
12404 | integrin | kinetic energy | glycine | kinetic energy 
12405 | water molecule | polar covalent bond | water molecule | polar covalent bond 
12405 | water molecule | polar covalent bond | water molecule | polar covalent bond 
12406 | water molecule | polar covalent bond | water molecule | polar covalent bond 
12406 | water molecule | polar covalent bond | water molecule | polar covalent bond 
12407 | cytochrome | kinetic energy | carbon dioxide | polar covalent bond 
12407 | cytochrome | kinetic energy | carbon dioxide | double bond 
12408 | MRNA | phosphodiester bond | nonpolar molecule | covalent bond 
12409 | MRNA | double bond | nonpolar molecule | covalent bond 
12410 | MRNA | kinetic energy | nonpolar molecule | covalent bond 
12411 | glycoprotein | kinetic energy | pentose | double bond 
12411 | glycoprotein | kinetic energy | pentose | polar covalent bond 
12412 | starch | kinetic energy | sodium-potassium pump | kinetic energy 
12412 | starch | kinetic energy | sodium-potassium pump | double bond 
12412 | starch | kinetic energy | sodium-potassium pump | single bond 
12412 | starch | kinetic energy | sodium-potassium pump | peptide linkage 
12413 | starch | double bond | sodium-potassium pump | kinetic energy 
12413 | starch | double bond | sodium-potassium pump | double bond 
12413 | starch | double bond | sodium-potassium pump | single bond 
12413 | starch | double bond | sodium-potassium pump | peptide linkage 
12414 | 3 phosphoglycerate | kinetic energy | polysaccharide | double bond 
12414 | 3 phosphoglycerate | kinetic energy | polysaccharide | polar covalent bond 
12414 | 3 phosphoglycerate | kinetic energy | polysaccharide | kinetic energy 
12414 | 3 phosphoglycerate | kinetic energy | polysaccharide | glycosidic linkage 
12415 | 3 phosphoglycerate | double bond | polysaccharide | double bond 
12415 | 3 phosphoglycerate | double bond | polysaccharide | polar covalent bond 
12415 | 3 phosphoglycerate | double bond | polysaccharide | kinetic energy 
12415 | 3 phosphoglycerate | double bond | polysaccharide | glycosidic linkage 
12416 | 3 phosphoglycerate | single bond | polysaccharide | double bond 
12416 | 3 phosphoglycerate | single bond | polysaccharide | polar covalent bond 
12416 | 3 phosphoglycerate | single bond | polysaccharide | kinetic energy 
12416 | 3 phosphoglycerate | single bond | polysaccharide | glycosidic linkage 
12417 | 3 phosphoglycerate | double bond | polysaccharide | double bond 
12417 | 3 phosphoglycerate | double bond | polysaccharide | polar covalent bond 
12417 | 3 phosphoglycerate | double bond | polysaccharide | kinetic energy 
12417 | 3 phosphoglycerate | double bond | polysaccharide | glycosidic linkage 
12418 | storage polysaccharide | kinetic energy | GTP | kinetic energy 
12418 | storage polysaccharide | kinetic energy | GTP | double bond 
12418 | storage polysaccharide | kinetic energy | GTP | single bond 
12419 | storage polysaccharide | polar covalent bond | GTP | kinetic energy 
12419 | storage polysaccharide | polar covalent bond | GTP | double bond 
12419 | storage polysaccharide | polar covalent bond | GTP | single bond 
12420 | storage polysaccharide | double bond | GTP | kinetic energy 
12420 | storage polysaccharide | double bond | GTP | double bond 
12420 | storage polysaccharide | double bond | GTP | single bond 
12422 | protein | peptide linkage | amylopectin | double bond 
12423 | nucleotide | double bond | PEP carboxylase | kinetic energy 
12423 | nucleotide | double bond | PEP carboxylase | disulfide bond 
12424 | nucleotide | kinetic energy | PEP carboxylase | kinetic energy 
12424 | nucleotide | kinetic energy | PEP carboxylase | disulfide bond 
12425 | atom | kinetic energy | oligosaccharide | double bond 
12425 | atom | kinetic energy | oligosaccharide | polar covalent bond 
