0 | glycosidic linkage | polar covalent bond | phosphodiester bond | ester linkage 
2919 | light-harvesting complex | carotenoid | thylakoid electron transport chain | plastocyanin 
2919 | light-harvesting complex | carotenoid | thylakoid electron transport chain | cytochrome complex 
2919 | light-harvesting complex | carotenoid | thylakoid electron transport chain | ferredoxin 
2920 | light-harvesting complex | protein | thylakoid electron transport chain | plastoquinone 
2920 | light-harvesting complex | protein | thylakoid electron transport chain | plastocyanin 
2920 | light-harvesting complex | protein | thylakoid electron transport chain | cytochrome complex 
2920 | light-harvesting complex | protein | thylakoid electron transport chain | ferredoxin 
2921 | light-harvesting complex | protein | thylakoid electron transport chain | plastoquinone 
2921 | light-harvesting complex | protein | thylakoid electron transport chain | plastocyanin 
2921 | light-harvesting complex | protein | thylakoid electron transport chain | cytochrome complex 
2921 | light-harvesting complex | protein | thylakoid electron transport chain | ferredoxin 
2922 | light-harvesting complex | protein | thylakoid electron transport chain | plastoquinone 
2922 | light-harvesting complex | protein | thylakoid electron transport chain | plastocyanin 
2922 | light-harvesting complex | protein | thylakoid electron transport chain | cytochrome complex 
2922 | light-harvesting complex | protein | thylakoid electron transport chain | ferredoxin 
2923 | light-harvesting complex | chlorophyll B | thylakoid electron transport chain | plastoquinone 
2923 | light-harvesting complex | chlorophyll B | thylakoid electron transport chain | plastocyanin 
2923 | light-harvesting complex | chlorophyll B | thylakoid electron transport chain | cytochrome complex 
2923 | light-harvesting complex | chlorophyll B | thylakoid electron transport chain | ferredoxin 
2924 | light-harvesting complex | chlorophyll A | thylakoid electron transport chain | plastoquinone 
2924 | light-harvesting complex | chlorophyll A | thylakoid electron transport chain | plastocyanin 
2924 | light-harvesting complex | chlorophyll A | thylakoid electron transport chain | cytochrome complex 
2924 | light-harvesting complex | chlorophyll A | thylakoid electron transport chain | ferredoxin 
2925 | light-harvesting complex | carotenoid | thylakoid electron transport chain | plastoquinone 
2925 | light-harvesting complex | carotenoid | thylakoid electron transport chain | plastocyanin 
2925 | light-harvesting complex | carotenoid | thylakoid electron transport chain | cytochrome complex 
2925 | light-harvesting complex | carotenoid | thylakoid electron transport chain | ferredoxin 
2930 | protein complex | protein | amino acid sequence | amino acid 
2930 | protein complex | protein | amino acid sequence | amino acid 
2931 | phosphodiester bond | ester linkage | photosystem I | light-harvesting complex 
2931 | phosphodiester bond | ester linkage | photosystem I | reaction-center complex 
2931 | phosphodiester bond | ester linkage | photosystem I | reaction-center complex 
2931 | phosphodiester bond | ester linkage | photosystem I | light-harvesting complex 
2932 | phosphodiester bond | ester linkage | photosystem I | light-harvesting complex 
2932 | phosphodiester bond | ester linkage | photosystem I | reaction-center complex 
2932 | phosphodiester bond | ester linkage | photosystem I | reaction-center complex 
2932 | phosphodiester bond | ester linkage | photosystem I | light-harvesting complex 
2945 | phosphodiester bond | ester linkage | photosystem | light-harvesting complex 
2945 | phosphodiester bond | ester linkage | photosystem | reaction-center complex 
2946 | phosphodiester bond | ester linkage | photosystem | light-harvesting complex 
2946 | phosphodiester bond | ester linkage | photosystem | reaction-center complex 
2966 | microfibril | cellulose | cytochrome complex | cytochrome 
2966 | microfibril | cellulose | cytochrome complex | cytochrome 
2967 | microfibril | cellulose | cytochrome complex | cytochrome 
2967 | microfibril | cellulose | cytochrome complex | cytochrome 
2968 | reaction-center complex | protein | thylakoid electron transport chain | plastoquinone 
2968 | reaction-center complex | protein | thylakoid electron transport chain | plastocyanin 
2968 | reaction-center complex | protein | thylakoid electron transport chain | cytochrome complex 
2968 | reaction-center complex | protein | thylakoid electron transport chain | ferredoxin 
2969 | reaction-center complex | chlorophyll A | thylakoid electron transport chain | plastoquinone 
2969 | reaction-center complex | chlorophyll A | thylakoid electron transport chain | plastocyanin 
2969 | reaction-center complex | chlorophyll A | thylakoid electron transport chain | cytochrome complex 
2969 | reaction-center complex | chlorophyll A | thylakoid electron transport chain | ferredoxin 
2970 | reaction-center complex | chlorophyll A | thylakoid electron transport chain | plastoquinone 
2970 | reaction-center complex | chlorophyll A | thylakoid electron transport chain | plastocyanin 
2970 | reaction-center complex | chlorophyll A | thylakoid electron transport chain | cytochrome complex 
2970 | reaction-center complex | chlorophyll A | thylakoid electron transport chain | ferredoxin 
2971 | reaction-center complex | protein | thylakoid electron transport chain | plastoquinone 
2971 | reaction-center complex | protein | thylakoid electron transport chain | plastocyanin 
2971 | reaction-center complex | protein | thylakoid electron transport chain | cytochrome complex 
2971 | reaction-center complex | protein | thylakoid electron transport chain | ferredoxin 
2979 | reaction-center complex | protein | photosystem | light-harvesting complex 
2979 | reaction-center complex | protein | photosystem | reaction-center complex 
2980 | reaction-center complex | chlorophyll A | photosystem | light-harvesting complex 
2980 | reaction-center complex | chlorophyll A | photosystem | reaction-center complex 
2981 | reaction-center complex | chlorophyll A | photosystem | light-harvesting complex 
2981 | reaction-center complex | chlorophyll A | photosystem | reaction-center complex 
2982 | reaction-center complex | protein | photosystem | light-harvesting complex 
2982 | reaction-center complex | protein | photosystem | reaction-center complex 
2985 | mitochondrial electron transport chain | multiprotein complex-I | thylakoid electron transport chain | plastoquinone 
2985 | mitochondrial electron transport chain | multiprotein complex-I | thylakoid electron transport chain | plastocyanin 
2985 | mitochondrial electron transport chain | multiprotein complex-I | thylakoid electron transport chain | cytochrome complex 
2985 | mitochondrial electron transport chain | multiprotein complex-I | thylakoid electron transport chain | ferredoxin 
2986 | mitochondrial electron transport chain | multiprotein complex-II | thylakoid electron transport chain | plastoquinone 
2986 | mitochondrial electron transport chain | multiprotein complex-II | thylakoid electron transport chain | plastocyanin 
2986 | mitochondrial electron transport chain | multiprotein complex-II | thylakoid electron transport chain | cytochrome complex 
2986 | mitochondrial electron transport chain | multiprotein complex-II | thylakoid electron transport chain | ferredoxin 
2987 | mitochondrial electron transport chain | multiprotein complex-III | thylakoid electron transport chain | plastoquinone 
2987 | mitochondrial electron transport chain | multiprotein complex-III | thylakoid electron transport chain | plastocyanin 
2987 | mitochondrial electron transport chain | multiprotein complex-III | thylakoid electron transport chain | cytochrome complex 
2987 | mitochondrial electron transport chain | multiprotein complex-III | thylakoid electron transport chain | ferredoxin 
2988 | mitochondrial electron transport chain | multiprotein complex IV | thylakoid electron transport chain | plastoquinone 
2988 | mitochondrial electron transport chain | multiprotein complex IV | thylakoid electron transport chain | plastocyanin 
2988 | mitochondrial electron transport chain | multiprotein complex IV | thylakoid electron transport chain | cytochrome complex 
2988 | mitochondrial electron transport chain | multiprotein complex IV | thylakoid electron transport chain | ferredoxin 
2989 | mitochondrial electron transport chain | ubiquinone | thylakoid electron transport chain | plastoquinone 
2989 | mitochondrial electron transport chain | ubiquinone | thylakoid electron transport chain | plastocyanin 
2989 | mitochondrial electron transport chain | ubiquinone | thylakoid electron transport chain | cytochrome complex 
2989 | mitochondrial electron transport chain | ubiquinone | thylakoid electron transport chain | ferredoxin 
2994 | electron transport chain | protein | photosystem | light-harvesting complex 
2994 | electron transport chain | protein | photosystem | reaction-center complex 
2995 | electron transport chain | protein complex | photosystem | light-harvesting complex 
2995 | electron transport chain | protein complex | photosystem | reaction-center complex 
2996 | electron transport chain | organic molecule | photosystem | light-harvesting complex 
2996 | electron transport chain | organic molecule | photosystem | reaction-center complex 
