0 | NADP Plus | carbon skeleton | enzyme | active site 
10997 | pyruvate | carbonyl group | allosteric enzyme | active site 
10997 | pyruvate | carbonyl group | allosteric enzyme | allosteric site 
10998 | carbohydrate | carbon skeleton | oxidoreductase | carbon skeleton 
10999 | carbohydrate | hydroxyl group | oxidoreductase | carbon skeleton 
11000 | carbohydrate | carbonyl group | oxidoreductase | carbon skeleton 
11003 | chlorophyll B | carbon skeleton | ribulose bisphosphate | carbon skeleton 
11003 | chlorophyll B | carbon skeleton | ribulose bisphosphate | hydroxyl group 
11003 | chlorophyll B | carbon skeleton | ribulose bisphosphate | carbonyl group 
11003 | chlorophyll B | carbon skeleton | ribulose bisphosphate | phosphate group 
11004 | chlorophyll B | carbonyl group | ribulose bisphosphate | carbon skeleton 
11004 | chlorophyll B | carbonyl group | ribulose bisphosphate | hydroxyl group 
11004 | chlorophyll B | carbonyl group | ribulose bisphosphate | carbonyl group 
11004 | chlorophyll B | carbonyl group | ribulose bisphosphate | phosphate group 
11013 | allosteric enzyme | carbon skeleton | ADP | carbon skeleton 
11013 | allosteric enzyme | carbon skeleton | ADP | phosphate group 
11014 | allosteric enzyme | active site | ADP | carbon skeleton 
11014 | allosteric enzyme | active site | ADP | phosphate group 
11015 | allosteric enzyme | allosteric site | ADP | carbon skeleton 
11015 | allosteric enzyme | allosteric site | ADP | phosphate group 
11022 | chloroplast membrane | intermembrane space | FADH2 | carbon skeleton 
11033 | carbohydrate side chain | hydroxyl group | FADH2 | carbon skeleton 
11034 | carbohydrate side chain | carbon skeleton | FADH2 | carbon skeleton 
11035 | carbohydrate side chain | carbonyl group | FADH2 | carbon skeleton 
11039 | prokaryote | nucleoid | amine | amino group 
11040 | microfilament | carbon skeleton | oxidoreductase | carbon skeleton 
11052 | oxidoreductase | carbon skeleton | NAD plus | carbon skeleton 
11057 | ethyl alcohol | carbon skeleton | nucleotide | carbon skeleton 
11057 | ethyl alcohol | carbon skeleton | nucleotide | phosphate group 
11058 | ethyl alcohol | hydroxyl group | nucleotide | carbon skeleton 
11058 | ethyl alcohol | hydroxyl group | nucleotide | phosphate group 
11059 | hydrogen atom | atomic nucleus | microfibril | carbon skeleton 
11060 | hydrogen atom | first electron-shell | microfibril | carbon skeleton 
11061 | phosphofructokinase | allosteric site | 3 phosphoglycerate | carbon skeleton 
11061 | phosphofructokinase | allosteric site | 3 phosphoglycerate | phosphate group 
11061 | phosphofructokinase | allosteric site | 3 phosphoglycerate | carboxyl group 
11062 | phosphofructokinase | carbon skeleton | 3 phosphoglycerate | carbon skeleton 
11062 | phosphofructokinase | carbon skeleton | 3 phosphoglycerate | phosphate group 
11062 | phosphofructokinase | carbon skeleton | 3 phosphoglycerate | carboxyl group 
11063 | phosphofructokinase | active site | 3 phosphoglycerate | carbon skeleton 
11063 | phosphofructokinase | active site | 3 phosphoglycerate | phosphate group 
11063 | phosphofructokinase | active site | 3 phosphoglycerate | carboxyl group 
11068 | pepsin | active site | prokaryote | nucleoid 
11069 | acetyl CoA | carbon skeleton | PGAP | carbon skeleton 
11069 | acetyl CoA | carbon skeleton | PGAP | phosphate group 
11069 | acetyl CoA | carbon skeleton | PGAP | carboxyl group 
11070 | acetyl CoA | carbonyl group | PGAP | carbon skeleton 
11070 | acetyl CoA | carbonyl group | PGAP | phosphate group 
11070 | acetyl CoA | carbonyl group | PGAP | carboxyl group 
11074 | carotenoid | carbon skeleton | aldehyde | carbon skeleton 
11074 | carotenoid | carbon skeleton | aldehyde | carbonyl group 
11075 | phosphofructokinase | allosteric site | pyruvate | carbon skeleton 
11075 | phosphofructokinase | allosteric site | pyruvate | carboxyl group 
11075 | phosphofructokinase | allosteric site | pyruvate | carbonyl group 
11076 | phosphofructokinase | carbon skeleton | pyruvate | carbon skeleton 
11076 | phosphofructokinase | carbon skeleton | pyruvate | carboxyl group 
11076 | phosphofructokinase | carbon skeleton | pyruvate | carbonyl group 
11077 | phosphofructokinase | active site | pyruvate | carbon skeleton 
11077 | phosphofructokinase | active site | pyruvate | carboxyl group 
11077 | phosphofructokinase | active site | pyruvate | carbonyl group 
11092 | carbohydrate | carbon skeleton | ribulose bisphosphate | carbon skeleton 
11092 | carbohydrate | carbon skeleton | ribulose bisphosphate | hydroxyl group 
11092 | carbohydrate | carbon skeleton | ribulose bisphosphate | carbonyl group 
11092 | carbohydrate | carbon skeleton | ribulose bisphosphate | phosphate group 
11093 | carbohydrate | hydroxyl group | ribulose bisphosphate | carbon skeleton 
11093 | carbohydrate | hydroxyl group | ribulose bisphosphate | hydroxyl group 
11093 | carbohydrate | hydroxyl group | ribulose bisphosphate | carbonyl group 
11093 | carbohydrate | hydroxyl group | ribulose bisphosphate | phosphate group 
11094 | carbohydrate | carbonyl group | ribulose bisphosphate | carbon skeleton 
11094 | carbohydrate | carbonyl group | ribulose bisphosphate | hydroxyl group 
11094 | carbohydrate | carbonyl group | ribulose bisphosphate | carbonyl group 
11094 | carbohydrate | carbonyl group | ribulose bisphosphate | phosphate group 
11104 | amylopectin | hydroxyl group | monosaccharide | hydroxyl group 
11104 | amylopectin | hydroxyl group | monosaccharide | carbonyl group 
11104 | amylopectin | hydroxyl group | monosaccharide | carbon skeleton 
11105 | mitochondrial membrane | intermembrane space | endoplasmic reticulum | cisternal space 
11117 | phosphofructokinase | allosteric site | amylopectin | hydroxyl group 
11118 | phosphofructokinase | carbon skeleton | amylopectin | hydroxyl group 
11119 | phosphofructokinase | active site | amylopectin | hydroxyl group 
11125 | NADH | carbon skeleton | thylakoid | thylakoid space 
11130 | thylakoid | thylakoid space | ADP | carbon skeleton 
11130 | thylakoid | thylakoid space | ADP | phosphate group 
11131 | microfilament | carbon skeleton | sulfur atom | atomic nucleus 
11136 | pentose | hydroxyl group | storage polysaccharide | hydroxyl group 
11136 | pentose | hydroxyl group | storage polysaccharide | carbonyl group 
11136 | pentose | hydroxyl group | storage polysaccharide | carbon skeleton 
11137 | pentose | carbonyl group | storage polysaccharide | hydroxyl group 
11137 | pentose | carbonyl group | storage polysaccharide | carbonyl group 
11137 | pentose | carbonyl group | storage polysaccharide | carbon skeleton 
11138 | pentose | carbon skeleton | storage polysaccharide | hydroxyl group 
11138 | pentose | carbon skeleton | storage polysaccharide | carbonyl group 
11138 | pentose | carbon skeleton | storage polysaccharide | carbon skeleton 
11142 | sodium-potassium pump | carbon skeleton | oligosaccharide | carbonyl group 
11143 | sodium-potassium pump | phosphate group | oligosaccharide | carbonyl group 
11147 | prokaryote | nucleoid | hexose | hydroxyl group 
11147 | prokaryote | nucleoid | hexose | carbonyl group 
11147 | prokaryote | nucleoid | hexose | carbon skeleton 
11148 | aspartic acid | carboxyl group | NAD plus | carbon skeleton 
11149 | aspartic acid | polar side chain | NAD plus | carbon skeleton 
11150 | aspartic acid | carbon skeleton | NAD plus | carbon skeleton 
11151 | aspartic acid | amino group | NAD plus | carbon skeleton 
11154 | FADH2 | carbon skeleton | sulfur atom | atomic nucleus 
11155 | lactic acid | carbon skeleton | rough endoplasmic reticulum | cisternal space 
11156 | lactic acid | carboxyl group | rough endoplasmic reticulum | cisternal space 
11157 | lactic acid | hydroxyl group | rough endoplasmic reticulum | cisternal space 
11176 | NADPH | carbon skeleton | amylose | hydroxyl group 
11176 | NADPH | carbon skeleton | amylose | carbon skeleton 
11176 | NADPH | carbon skeleton | amylose | carbonyl group 
11184 | carotenoid | carbon skeleton | alcohol | carbon skeleton 
11184 | carotenoid | carbon skeleton | alcohol | hydroxyl group 
11185 | polar amino acid | polar side chain | PGAP | carbon skeleton 
11185 | polar amino acid | polar side chain | PGAP | phosphate group 
11185 | polar amino acid | polar side chain | PGAP | carboxyl group 
11188 | monosaccharide | hydroxyl group | phospholipid | carbon skeleton 
11188 | monosaccharide | hydroxyl group | phospholipid | fatty acid tail 
11188 | monosaccharide | hydroxyl group | phospholipid | fatty acid tail 
11188 | monosaccharide | hydroxyl group | phospholipid | hydrophilic head 
11188 | monosaccharide | hydroxyl group | phospholipid | phosphate group 
11189 | monosaccharide | carbonyl group | phospholipid | carbon skeleton 
11189 | monosaccharide | carbonyl group | phospholipid | fatty acid tail 
11189 | monosaccharide | carbonyl group | phospholipid | fatty acid tail 
11189 | monosaccharide | carbonyl group | phospholipid | hydrophilic head 
11189 | monosaccharide | carbonyl group | phospholipid | phosphate group 
11190 | monosaccharide | carbon skeleton | phospholipid | carbon skeleton 
11190 | monosaccharide | carbon skeleton | phospholipid | fatty acid tail 
11190 | monosaccharide | carbon skeleton | phospholipid | fatty acid tail 
11190 | monosaccharide | carbon skeleton | phospholipid | hydrophilic head 
11190 | monosaccharide | carbon skeleton | phospholipid | phosphate group 
11192 | disaccharide | carbon skeleton | lactic acid | carbon skeleton 
11192 | disaccharide | carbon skeleton | lactic acid | carboxyl group 
11192 | disaccharide | carbon skeleton | lactic acid | hydroxyl group 
11193 | disaccharide | carbonyl group | lactic acid | carbon skeleton 
11193 | disaccharide | carbonyl group | lactic acid | carboxyl group 
11193 | disaccharide | carbonyl group | lactic acid | hydroxyl group 
11194 | disaccharide | hydroxyl group | lactic acid | carbon skeleton 
11194 | disaccharide | hydroxyl group | lactic acid | carboxyl group 
11194 | disaccharide | hydroxyl group | lactic acid | hydroxyl group 
11195 | glycolipid | carbon skeleton | lactate | hydroxyl group 
11196 | glycoprotein | carbon skeleton | amylose | hydroxyl group 
11196 | glycoprotein | carbon skeleton | amylose | carbon skeleton 
11196 | glycoprotein | carbon skeleton | amylose | carbonyl group 
11197 | ketone | carbonyl group | thylakoid | thylakoid space 
11198 | ketone | carbon skeleton | thylakoid | thylakoid space 
11201 | AMP | carbon skeleton | ATP | carbon skeleton 
11201 | AMP | carbon skeleton | ATP | phosphate group 
11201 | AMP | carbon skeleton | ATP | phosphate group 
11201 | AMP | carbon skeleton | ATP | phosphate group 
11202 | AMP | phosphate group | ATP | carbon skeleton 
11202 | AMP | phosphate group | ATP | phosphate group 
11202 | AMP | phosphate group | ATP | phosphate group 
11202 | AMP | phosphate group | ATP | phosphate group 
11203 | chloroplast membrane | intermembrane space | channel protein | hydrophilic Channel 
11204 | lactic acid | carbon skeleton | NADPH | carbon skeleton 
11205 | lactic acid | carboxyl group | NADPH | carbon skeleton 
11206 | lactic acid | hydroxyl group | NADPH | carbon skeleton 
11209 | enzyme | active site | prokaryote | nucleoid 
11211 | ATP | carbon skeleton | smooth endoplasmic reticulum | cisternal space 
11212 | ATP | phosphate group | smooth endoplasmic reticulum | cisternal space 
11213 | ATP | phosphate group | smooth endoplasmic reticulum | cisternal space 
11214 | ATP | phosphate group | smooth endoplasmic reticulum | cisternal space 
11222 | motor protein | carbon skeleton | monosaccharide | hydroxyl group 
11222 | motor protein | carbon skeleton | monosaccharide | carbonyl group 
11222 | motor protein | carbon skeleton | monosaccharide | carbon skeleton 
11242 | microfilament | carbon skeleton | mitochondrion | mitochondrial matrix 
11244 | ethyl alcohol | carbon skeleton | phospholipid | carbon skeleton 
11244 | ethyl alcohol | carbon skeleton | phospholipid | fatty acid tail 
11244 | ethyl alcohol | carbon skeleton | phospholipid | fatty acid tail 
11244 | ethyl alcohol | carbon skeleton | phospholipid | hydrophilic head 
11244 | ethyl alcohol | carbon skeleton | phospholipid | phosphate group 
11245 | ethyl alcohol | hydroxyl group | phospholipid | carbon skeleton 
11245 | ethyl alcohol | hydroxyl group | phospholipid | fatty acid tail 
11245 | ethyl alcohol | hydroxyl group | phospholipid | fatty acid tail 
11245 | ethyl alcohol | hydroxyl group | phospholipid | hydrophilic head 
11245 | ethyl alcohol | hydroxyl group | phospholipid | phosphate group 
11252 | glycoprotein | carbon skeleton | alcohol | carbon skeleton 
11252 | glycoprotein | carbon skeleton | alcohol | hydroxyl group 
11260 | unsaturated fatty acid | carbon skeleton | oxidoreductase | carbon skeleton 
11261 | unsaturated fatty acid | carboxyl group | oxidoreductase | carbon skeleton 
11262 | adenylyl cyclase | active site | glycogen | carbonyl group 
11262 | adenylyl cyclase | active site | glycogen | hydroxyl group 
11262 | adenylyl cyclase | active site | glycogen | carbon skeleton 
11263 | rough endoplasmic reticulum | cisternal space | NADH | carbon skeleton 
11265 | intermediate filament | carbon skeleton | 3 phosphoglycerate | carbon skeleton 
11265 | intermediate filament | carbon skeleton | 3 phosphoglycerate | phosphate group 
11265 | intermediate filament | carbon skeleton | 3 phosphoglycerate | carboxyl group 
11272 | storage polysaccharide | hydroxyl group | PGAP | carbon skeleton 
11272 | storage polysaccharide | hydroxyl group | PGAP | phosphate group 
11272 | storage polysaccharide | hydroxyl group | PGAP | carboxyl group 
11273 | storage polysaccharide | carbonyl group | PGAP | carbon skeleton 
11273 | storage polysaccharide | carbonyl group | PGAP | phosphate group 
11273 | storage polysaccharide | carbonyl group | PGAP | carboxyl group 
11274 | storage polysaccharide | carbon skeleton | PGAP | carbon skeleton 
11274 | storage polysaccharide | carbon skeleton | PGAP | phosphate group 
