15 | hydrogenated vegetable oil | saturated fat | hydrophobic substance | hydrophobic compound 
13338 | starch | hydrogen atom | water molecule | oxygen atom 
13338 | starch | hydrogen atom | water molecule | hydrogen atom 
13338 | starch | hydrogen atom | water molecule | hydrogen atom 
13339 | starch | monomer | water molecule | oxygen atom 
13339 | starch | monomer | water molecule | hydrogen atom 
13339 | starch | monomer | water molecule | hydrogen atom 
13340 | starch | alpha glucose | water molecule | oxygen atom 
13340 | starch | alpha glucose | water molecule | hydrogen atom 
13340 | starch | alpha glucose | water molecule | hydrogen atom 
13341 | starch | oxygen atom | water molecule | oxygen atom 
13341 | starch | oxygen atom | water molecule | hydrogen atom 
13341 | starch | oxygen atom | water molecule | hydrogen atom 
13342 | starch | oxygen atom | water molecule | oxygen atom 
13342 | starch | oxygen atom | water molecule | hydrogen atom 
13342 | starch | oxygen atom | water molecule | hydrogen atom 
13343 | starch | alpha glucose | water molecule | oxygen atom 
13343 | starch | alpha glucose | water molecule | hydrogen atom 
13343 | starch | alpha glucose | water molecule | hydrogen atom 
13344 | starch | monomer | water molecule | oxygen atom 
13344 | starch | monomer | water molecule | hydrogen atom 
13344 | starch | monomer | water molecule | hydrogen atom 
13349 | sodium atom | neutron | water vapour | water molecule 
13350 | sodium atom | valence electron | water vapour | water molecule 
13366 | organic molecule | atom | oxygen molecule | oxygen atom 
13366 | organic molecule | atom | oxygen molecule | oxygen atom 
13367 | storage polysaccharide | monomer | polymer | monomer 
13367 | storage polysaccharide | monomer | polymer | monomer 
13368 | storage polysaccharide | monosaccharide | polymer | monomer 
13368 | storage polysaccharide | monosaccharide | polymer | monomer 
13369 | storage polysaccharide | hydrogen atom | polymer | monomer 
13369 | storage polysaccharide | hydrogen atom | polymer | monomer 
13370 | storage polysaccharide | oxygen atom | polymer | monomer 
13370 | storage polysaccharide | oxygen atom | polymer | monomer 
13371 | storage polysaccharide | oxygen atom | polymer | monomer 
13371 | storage polysaccharide | oxygen atom | polymer | monomer 
13380 | P680 | magnesium atom | amylopectin | monomer 
13380 | P680 | magnesium atom | amylopectin | alpha glucose 
13380 | P680 | magnesium atom | amylopectin | hydrogen atom 
13380 | P680 | magnesium atom | amylopectin | oxygen atom 
13380 | P680 | magnesium atom | amylopectin | oxygen atom 
13381 | P680 | hydrogen atom | amylopectin | monomer 
13381 | P680 | hydrogen atom | amylopectin | alpha glucose 
13381 | P680 | hydrogen atom | amylopectin | hydrogen atom 
13381 | P680 | hydrogen atom | amylopectin | oxygen atom 
13381 | P680 | hydrogen atom | amylopectin | oxygen atom 
13384 | integrin | polypeptide | capsule | aqueous solution 
13385 | integrin | monomer | capsule | aqueous solution 
13386 | integrin | hydrophobic amino acid | capsule | aqueous solution 
13387 | integrin | polar amino acid | capsule | aqueous solution 
13388 | integrin | atom | capsule | aqueous solution 
13394 | fatty acid | oxygen atom | buffered solution | buffer 
13395 | fatty acid | hydrogen atom | buffered solution | buffer 
13396 | fatty acid | oxygen atom | buffered solution | buffer 
13397 | hypertonic solution | water | smooth endoplasmic reticulum | ER membrane 
13397 | hypertonic solution | water | smooth endoplasmic reticulum | cisterna 
13397 | hypertonic solution | water | smooth endoplasmic reticulum | aqueous solution 
13397 | hypertonic solution | water | smooth endoplasmic reticulum | protein enzyme 
13397 | hypertonic solution | water | smooth endoplasmic reticulum | protein enzyme 
13418 | neutral solution | hydroxide ion | acidic solution | water 
13418 | neutral solution | hydroxide ion | acidic solution | acid 
13418 | neutral solution | hydroxide ion | acidic solution | hydrogen ion 
13418 | neutral solution | hydroxide ion | acidic solution | anion 
13419 | neutral solution | hydrogen ion | acidic solution | water 
13419 | neutral solution | hydrogen ion | acidic solution | acid 
13419 | neutral solution | hydrogen ion | acidic solution | hydrogen ion 
13419 | neutral solution | hydrogen ion | acidic solution | anion 
13435 | chromosome | DNA | microvillus | microfilament 
13436 | chromosome | protein | microvillus | microfilament 
13437 | neutral solution | hydroxide ion | centrosome | centriole 
13438 | neutral solution | hydrogen ion | centrosome | centriole 
13446 | hydrophilic amino acid | hydrogen atom | microtubule | tubulin 
13447 | hydrophilic amino acid | oxygen atom | microtubule | tubulin 
13448 | hydrophilic amino acid | oxygen atom | microtubule | tubulin 
13449 | hydrophilic amino acid | hydrogen atom | microtubule | tubulin 
13450 | hydrophilic amino acid | nitrogen atom | microtubule | tubulin 
13451 | methionine | oxygen atom | water vapour | water molecule 
13452 | methionine | oxygen atom | water vapour | water molecule 
13453 | methionine | sulfur atom | water vapour | water molecule 
13454 | AMP | phosphorus atom | rough endoplasmic reticulum | protein enzyme 
13454 | AMP | phosphorus atom | rough endoplasmic reticulum | aqueous solution 
13454 | AMP | phosphorus atom | rough endoplasmic reticulum | bound ribosome 
13454 | AMP | phosphorus atom | rough endoplasmic reticulum | ER membrane 
13455 | AMP | oxygen atom | rough endoplasmic reticulum | protein enzyme 
13455 | AMP | oxygen atom | rough endoplasmic reticulum | aqueous solution 
13455 | AMP | oxygen atom | rough endoplasmic reticulum | bound ribosome 
13455 | AMP | oxygen atom | rough endoplasmic reticulum | ER membrane 
13456 | AMP | oxygen atom | rough endoplasmic reticulum | protein enzyme 
13456 | AMP | oxygen atom | rough endoplasmic reticulum | aqueous solution 
13456 | AMP | oxygen atom | rough endoplasmic reticulum | bound ribosome 
13456 | AMP | oxygen atom | rough endoplasmic reticulum | ER membrane 
13473 | ATP | oxygen atom | amylopectin | monomer 
13473 | ATP | oxygen atom | amylopectin | alpha glucose 
13473 | ATP | oxygen atom | amylopectin | hydrogen atom 
13473 | ATP | oxygen atom | amylopectin | oxygen atom 
13473 | ATP | oxygen atom | amylopectin | oxygen atom 
13474 | ATP | phosphorus atom | amylopectin | monomer 
13474 | ATP | phosphorus atom | amylopectin | alpha glucose 
13474 | ATP | phosphorus atom | amylopectin | hydrogen atom 
13474 | ATP | phosphorus atom | amylopectin | oxygen atom 
13474 | ATP | phosphorus atom | amylopectin | oxygen atom 
13475 | ATP | oxygen atom | amylopectin | monomer 
13475 | ATP | oxygen atom | amylopectin | alpha glucose 
13475 | ATP | oxygen atom | amylopectin | hydrogen atom 
13475 | ATP | oxygen atom | amylopectin | oxygen atom 
13475 | ATP | oxygen atom | amylopectin | oxygen atom 
13476 | ATP | hydrogen atom | amylopectin | monomer 
13476 | ATP | hydrogen atom | amylopectin | alpha glucose 
13476 | ATP | hydrogen atom | amylopectin | hydrogen atom 
13476 | ATP | hydrogen atom | amylopectin | oxygen atom 
13476 | ATP | hydrogen atom | amylopectin | oxygen atom 
13477 | sodium chloride | sodium ion | centrosome | centriole 
13492 | GTP | phosphorus atom | mitochondrion | mitochondrial membrane 
13492 | GTP | phosphorus atom | mitochondrion | protein enzyme 
13492 | GTP | phosphorus atom | mitochondrion | MRNA 
13492 | GTP | phosphorus atom | mitochondrion | ribosome 
13492 | GTP | phosphorus atom | mitochondrion | protein enzyme 
13492 | GTP | phosphorus atom | mitochondrion | aqueous solution 
13493 | GTP | oxygen atom | mitochondrion | mitochondrial membrane 
13493 | GTP | oxygen atom | mitochondrion | protein enzyme 
13493 | GTP | oxygen atom | mitochondrion | MRNA 
13493 | GTP | oxygen atom | mitochondrion | ribosome 
13493 | GTP | oxygen atom | mitochondrion | protein enzyme 
13493 | GTP | oxygen atom | mitochondrion | aqueous solution 
13494 | GTP | oxygen atom | mitochondrion | mitochondrial membrane 
13494 | GTP | oxygen atom | mitochondrion | protein enzyme 
13494 | GTP | oxygen atom | mitochondrion | MRNA 
13494 | GTP | oxygen atom | mitochondrion | ribosome 
13494 | GTP | oxygen atom | mitochondrion | protein enzyme 
13494 | GTP | oxygen atom | mitochondrion | aqueous solution 
13495 | GTP | nucleoside | mitochondrion | mitochondrial membrane 
13495 | GTP | nucleoside | mitochondrion | protein enzyme 
13495 | GTP | nucleoside | mitochondrion | MRNA 
13495 | GTP | nucleoside | mitochondrion | ribosome 
13495 | GTP | nucleoside | mitochondrion | protein enzyme 
13495 | GTP | nucleoside | mitochondrion | aqueous solution 
13497 | chloroplast membrane | phospholipid bilayer | centrosome | centriole 
13498 | chloroplast membrane | glycoprotein | centrosome | centriole 
13499 | chloroplast membrane | glycolipid | centrosome | centriole 
13500 | chloroplast membrane | saturated fatty acid | centrosome | centriole 
13501 | smooth endoplasmic reticulum | ER membrane | endoplasmic reticulum | ER membrane 
13501 | smooth endoplasmic reticulum | ER membrane | endoplasmic reticulum | cisterna 
13501 | smooth endoplasmic reticulum | ER membrane | endoplasmic reticulum | protein enzyme 
13501 | smooth endoplasmic reticulum | ER membrane | endoplasmic reticulum | aqueous solution 
13501 | smooth endoplasmic reticulum | ER membrane | endoplasmic reticulum | cisterna 
13502 | smooth endoplasmic reticulum | cisterna | endoplasmic reticulum | ER membrane 
13502 | smooth endoplasmic reticulum | cisterna | endoplasmic reticulum | cisterna 
13502 | smooth endoplasmic reticulum | cisterna | endoplasmic reticulum | protein enzyme 
13502 | smooth endoplasmic reticulum | cisterna | endoplasmic reticulum | aqueous solution 
13502 | smooth endoplasmic reticulum | cisterna | endoplasmic reticulum | cisterna 
13503 | smooth endoplasmic reticulum | aqueous solution | endoplasmic reticulum | ER membrane 
13503 | smooth endoplasmic reticulum | aqueous solution | endoplasmic reticulum | cisterna 
13503 | smooth endoplasmic reticulum | aqueous solution | endoplasmic reticulum | protein enzyme 
13503 | smooth endoplasmic reticulum | aqueous solution | endoplasmic reticulum | aqueous solution 
13503 | smooth endoplasmic reticulum | aqueous solution | endoplasmic reticulum | cisterna 
13504 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | ER membrane 
13504 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | cisterna 
13504 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | protein enzyme 
13504 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | aqueous solution 
13504 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | cisterna 
13505 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | ER membrane 
13505 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | cisterna 
13505 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | protein enzyme 
13505 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | aqueous solution 
13505 | smooth endoplasmic reticulum | protein enzyme | endoplasmic reticulum | cisterna 
13523 | radioactive tracer | radioactive isotope | nucleoside | nitrogenous base 
13523 | radioactive tracer | radioactive isotope | nucleoside | pentose 
13524 | vesicle | aqueous solution | algae | water 
13527 | protein enzyme | atom | heme | iron atom 
13528 | protein enzyme | monomer | heme | iron atom 
13538 | ribulose bisphosphate | hydrogen atom | saturated fat | saturated fatty acid 
13539 | ribulose bisphosphate | oxygen atom | saturated fat | saturated fatty acid 
13540 | ribulose bisphosphate | oxygen atom | saturated fat | saturated fatty acid 
13579 | algal cell | nucleus | sunlight | ultraviolet ray 
13579 | algal cell | nucleus | sunlight | infrared ray 
13579 | algal cell | nucleus | sunlight | visible light 
13580 | algal cell | rough endoplasmic reticulum | sunlight | ultraviolet ray 
13580 | algal cell | rough endoplasmic reticulum | sunlight | infrared ray 
13580 | algal cell | rough endoplasmic reticulum | sunlight | visible light 
13581 | algal cell | smooth endoplasmic reticulum | sunlight | ultraviolet ray 
13581 | algal cell | smooth endoplasmic reticulum | sunlight | infrared ray 
13581 | algal cell | smooth endoplasmic reticulum | sunlight | visible light 
13582 | algal cell | mitochondrion | sunlight | ultraviolet ray 
13582 | algal cell | mitochondrion | sunlight | infrared ray 
13582 | algal cell | mitochondrion | sunlight | visible light 
13583 | algal cell | cytoplasm | sunlight | ultraviolet ray 
13583 | algal cell | cytoplasm | sunlight | infrared ray 
13583 | algal cell | cytoplasm | sunlight | visible light 
13584 | algal cell | Golgi apparatus | sunlight | ultraviolet ray 
13584 | algal cell | Golgi apparatus | sunlight | infrared ray 
13584 | algal cell | Golgi apparatus | sunlight | visible light 
13601 | coenzyme A | atom | chromosome | DNA 
13601 | coenzyme A | atom | chromosome | protein 
13615 | nucleotide | nucleoside | centrosome | centriole 
13616 | nucleotide | phosphorus atom | centrosome | centriole 
13617 | nucleotide | oxygen atom | centrosome | centriole 
13618 | nucleotide | oxygen atom | centrosome | centriole 
