0 | CAM plant | Starch storage by plant | thylakoid | Light reaction 
5165 | lysosomal enzyme | Hydrolysis | lysosome | Intracellular digestion 
5165 | lysosomal enzyme | Hydrolysis | lysosome | Autophagy 
5173 | ribonuclease | Hydrolysis | CAM plant | Starch storage by plant 
5173 | ribonuclease | Hydrolysis | CAM plant | Crassulacean acid metabolism 
5177 | cellulose | Adhesion | ATP synthase | Facilitated diffusion 
5177 | cellulose | Adhesion | ATP synthase | Synthesis of ATP 
5180 | C4 plant | C4-photosynthesis | thylakoid | Light reaction 
5181 | C4 plant | Starch storage by plant | thylakoid | Light reaction 
5183 | lysosomal enzyme | Hydrolysis | radioactive isotope | Radioactivity 
5187 | PEP carboxylase | Carbon fixation | carbon 14 atom | Radioactivity 
5191 | macrophage | Phagocytosis | C4 plant | C4-photosynthesis 
5191 | macrophage | Phagocytosis | C4 plant | Starch storage by plant 
5197 | transport membrane protein | Facilitated diffusion | cytoplasmic protein kinase | Phosphorylation 
5200 | C4 plant | C4-photosynthesis | ribonuclease | Hydrolysis 
5201 | C4 plant | Starch storage by plant | ribonuclease | Hydrolysis 
5202 | C3 plant | Starch storage by plant | cytoplasmic protein kinase | Phosphorylation 
5203 | rough endoplasmic reticulum | Metabolism | thylakoid | Light reaction 
5204 | phosphofructokinase | Phosphorylation | cytoplasmic protein kinase | Phosphorylation 
5207 | plant | Starch storage by plant | C4 plant | C4-photosynthesis 
5207 | plant | Starch storage by plant | C4 plant | Starch storage by plant 
5208 | plant | Photosynthesis | C4 plant | C4-photosynthesis 
5208 | plant | Photosynthesis | C4 plant | Starch storage by plant 
5211 | dynein | Dynein walking | ribonuclease | Hydrolysis 
5212 | cotransporter | Cotransport | ribonuclease | Hydrolysis 
5213 | cotransporter | Exergonic process | ribonuclease | Hydrolysis 
5220 | cotransporter | Cotransport | CAM plant | Starch storage by plant 
5220 | cotransporter | Cotransport | CAM plant | Crassulacean acid metabolism 
5221 | cotransporter | Exergonic process | CAM plant | Starch storage by plant 
5221 | cotransporter | Exergonic process | CAM plant | Crassulacean acid metabolism 
5222 | cotransporter | Cotransport | radioactive isotope | Radioactivity 
5223 | cotransporter | Exergonic process | radioactive isotope | Radioactivity 
5228 | carbon 14 atom | Radioactivity | pepsin | Hydrolysis 
5234 | carbon 14 atom | Radioactivity | plant | Starch storage by plant 
5234 | carbon 14 atom | Radioactivity | plant | Photosynthesis 
5245 | plant | Starch storage by plant | lysosome | Intracellular digestion 
5245 | plant | Starch storage by plant | lysosome | Autophagy 
5246 | plant | Photosynthesis | lysosome | Intracellular digestion 
5246 | plant | Photosynthesis | lysosome | Autophagy 
5260 | chloroplast | Photosynthesis | thylakoid | Light reaction 
5261 | macrophage | Phagocytosis | radioactive isotope | Radioactivity 
5266 | lysosomal enzyme | Hydrolysis | plant | Starch storage by plant 
5266 | lysosomal enzyme | Hydrolysis | plant | Photosynthesis 
5271 | thylakoid | Light reaction | plant | Starch storage by plant 
5271 | thylakoid | Light reaction | plant | Photosynthesis 
5272 | lysosomal enzyme | Hydrolysis | lysosome | Intracellular digestion 
5272 | lysosomal enzyme | Hydrolysis | lysosome | Autophagy 
5285 | lysosomal enzyme | Hydrolysis | C4 plant | C4-photosynthesis 
5285 | lysosomal enzyme | Hydrolysis | C4 plant | Starch storage by plant 
5286 | CAM plant | Starch storage by plant | plant | Starch storage by plant 
5286 | CAM plant | Starch storage by plant | plant | Photosynthesis 
5287 | CAM plant | Crassulacean acid metabolism | plant | Starch storage by plant 
5287 | CAM plant | Crassulacean acid metabolism | plant | Photosynthesis 
5288 | radioactive isotope | Radioactivity | C4 plant | C4-photosynthesis 
5288 | radioactive isotope | Radioactivity | C4 plant | Starch storage by plant 
5290 | cotransporter | Cotransport | pepsin | Hydrolysis 
5291 | cotransporter | Exergonic process | pepsin | Hydrolysis 
5292 | lysosomal enzyme | Hydrolysis | thylakoid | Light reaction 
5294 | ATP synthase | Facilitated diffusion | lysosome | Intracellular digestion 
5294 | ATP synthase | Facilitated diffusion | lysosome | Autophagy 
5295 | ATP synthase | Synthesis of ATP | lysosome | Intracellular digestion 
5295 | ATP synthase | Synthesis of ATP | lysosome | Autophagy 
5298 | cotransporter | Cotransport | lysosome | Intracellular digestion 
5298 | cotransporter | Cotransport | lysosome | Autophagy 
5299 | cotransporter | Exergonic process | lysosome | Intracellular digestion 
5299 | cotransporter | Exergonic process | lysosome | Autophagy 
5300 | dynein | Dynein walking | radioactive isotope | Radioactivity 
5302 | mitochondrion | Eukaryotic oxidative phosphorylation | cytoplasmic protein kinase | Phosphorylation 
5303 | mitochondrion | Eukaryotic pyruvate oxidation | cytoplasmic protein kinase | Phosphorylation 
5307 | plant | Starch storage by plant | CAM plant | Starch storage by plant 
5307 | plant | Starch storage by plant | CAM plant | Crassulacean acid metabolism 
5308 | plant | Photosynthesis | CAM plant | Starch storage by plant 
5308 | plant | Photosynthesis | CAM plant | Crassulacean acid metabolism 
5314 | plant | Starch storage by plant | radioactive isotope | Radioactivity 
5315 | plant | Photosynthesis | radioactive isotope | Radioactivity 
5318 | smooth endoplasmic reticulum | Metabolism | carbon 14 atom | Radioactivity 
5320 | lysosome | Intracellular digestion | carbon 14 atom | Radioactivity 
5321 | lysosome | Autophagy | carbon 14 atom | Radioactivity 
5328 | PEP carboxylase | Carbon fixation | C4 plant | C4-photosynthesis 
5328 | PEP carboxylase | Carbon fixation | C4 plant | Starch storage by plant 
5331 | carbon 14 atom | Radioactivity | thylakoid | Light reaction 
5332 | pepsin | Hydrolysis | cytoplasmic protein kinase | Phosphorylation 
5333 | thylakoid | Light reaction | C4 plant | C4-photosynthesis 
5333 | thylakoid | Light reaction | C4 plant | Starch storage by plant 
5334 | macrophage | Phagocytosis | CAM plant | Starch storage by plant 
5334 | macrophage | Phagocytosis | CAM plant | Crassulacean acid metabolism 
5335 | cellulose | Adhesion | pepsin | Hydrolysis 
5347 | radioactive isotope | Radioactivity | cytoplasmic protein kinase | Phosphorylation 
5348 | PEP carboxylase | Carbon fixation | ribonuclease | Hydrolysis 
5364 | C4 plant | C4-photosynthesis | ATP synthase | Facilitated diffusion 
5364 | C4 plant | C4-photosynthesis | ATP synthase | Synthesis of ATP 
5365 | C4 plant | Starch storage by plant | ATP synthase | Facilitated diffusion 
5365 | C4 plant | Starch storage by plant | ATP synthase | Synthesis of ATP 
5366 | pepsin | Hydrolysis | plant | Starch storage by plant 
5366 | pepsin | Hydrolysis | plant | Photosynthesis 
5378 | CAM plant | Starch storage by plant | pepsin | Hydrolysis 
5379 | CAM plant | Crassulacean acid metabolism | pepsin | Hydrolysis 
5382 | lysosome | Intracellular digestion | radioactive isotope | Radioactivity 
5383 | lysosome | Autophagy | radioactive isotope | Radioactivity 
5385 | pepsin | Hydrolysis | cytoplasmic protein kinase | Phosphorylation 
5390 | carbon 14 atom | Radioactivity | ribonuclease | Hydrolysis 
5391 | cytoplasmic protein kinase | Phosphorylation | carbon 14 atom | Radioactivity 
5392 | lysosome | Intracellular digestion | radioactive isotope | Radioactivity 
5393 | lysosome | Autophagy | radioactive isotope | Radioactivity 
5394 | plant | Starch storage by plant | carbon 14 atom | Radioactivity 
5395 | plant | Photosynthesis | carbon 14 atom | Radioactivity 
5409 | cellulose | Adhesion | CAM plant | Starch storage by plant 
5409 | cellulose | Adhesion | CAM plant | Crassulacean acid metabolism 
5413 | lysosome | Intracellular digestion | thylakoid | Light reaction 
5414 | lysosome | Autophagy | thylakoid | Light reaction 
5421 | chloroplast | Photosynthesis | plant | Starch storage by plant 
5421 | chloroplast | Photosynthesis | plant | Photosynthesis 
5429 | carbon 14 atom | Radioactivity | plant | Starch storage by plant 
5429 | carbon 14 atom | Radioactivity | plant | Photosynthesis 
5434 | rough endoplasmic reticulum | Metabolism | cytoplasmic protein kinase | Phosphorylation 
5436 | phosphofructokinase | Phosphorylation | plant | Starch storage by plant 
5436 | phosphofructokinase | Phosphorylation | plant | Photosynthesis 
5440 | thylakoid | Light reaction | thylakoid | Light reaction 
5441 | ATP synthase | Facilitated diffusion | ribonuclease | Hydrolysis 
5442 | ATP synthase | Synthesis of ATP | ribonuclease | Hydrolysis 
5443 | cytoplasmic protein kinase | Phosphorylation | lysosome | Intracellular digestion 
5443 | cytoplasmic protein kinase | Phosphorylation | lysosome | Autophagy 
5445 | carbon 14 atom | Radioactivity | lysosome | Intracellular digestion 
5445 | carbon 14 atom | Radioactivity | lysosome | Autophagy 
5450 | radioactive isotope | Radioactivity | lysosome | Intracellular digestion 
5450 | radioactive isotope | Radioactivity | lysosome | Autophagy 
5451 | thylakoid | Light reaction | CAM plant | Starch storage by plant 
5451 | thylakoid | Light reaction | CAM plant | Crassulacean acid metabolism 
5453 | cellulose | Adhesion | ribonuclease | Hydrolysis 
5456 | transport membrane protein | Facilitated diffusion | C4 plant | C4-photosynthesis 
5456 | transport membrane protein | Facilitated diffusion | C4 plant | Starch storage by plant 
5457 | cellulose | Adhesion | pepsin | Hydrolysis 
5458 | carbon 14 atom | Radioactivity | pepsin | Hydrolysis 
5461 | thylakoid | Light reaction | plant | Starch storage by plant 
5461 | thylakoid | Light reaction | plant | Photosynthesis 
5469 | radioactive isotope | Radioactivity | ribonuclease | Hydrolysis 
5470 | chloroplast | Photosynthesis | cytoplasmic protein kinase | Phosphorylation 
5473 | cellulose | Adhesion | carbon 14 atom | Radioactivity 
5475 | dynein | Dynein walking | lysosome | Intracellular digestion 
5475 | dynein | Dynein walking | lysosome | Autophagy 
5477 | thylakoid | Light reaction | CAM plant | Starch storage by plant 
5477 | thylakoid | Light reaction | CAM plant | Crassulacean acid metabolism 
5480 | cellulose | Adhesion | lysosome | Intracellular digestion 
5480 | cellulose | Adhesion | lysosome | Autophagy 
5500 | cellulose | Adhesion | carbon 14 atom | Radioactivity 
5502 | lysosomal enzyme | Hydrolysis | CAM plant | Starch storage by plant 
5502 | lysosomal enzyme | Hydrolysis | CAM plant | Crassulacean acid metabolism 
5504 | lysosome | Intracellular digestion | CAM plant | Starch storage by plant 
5504 | lysosome | Intracellular digestion | CAM plant | Crassulacean acid metabolism 
5505 | lysosome | Autophagy | CAM plant | Starch storage by plant 
5505 | lysosome | Autophagy | CAM plant | Crassulacean acid metabolism 
5514 | mitochondrion | Eukaryotic oxidative phosphorylation | cytoplasmic protein kinase | Phosphorylation 
5515 | mitochondrion | Eukaryotic pyruvate oxidation | cytoplasmic protein kinase | Phosphorylation 
5527 | cytoplasmic protein kinase | Phosphorylation | ribonuclease | Hydrolysis 
5528 | CAM plant | Starch storage by plant | ribonuclease | Hydrolysis 
5529 | CAM plant | Crassulacean acid metabolism | ribonuclease | Hydrolysis 
5531 | plant | Starch storage by plant | C4 plant | C4-photosynthesis 
5531 | plant | Starch storage by plant | C4 plant | Starch storage by plant 
5532 | plant | Photosynthesis | C4 plant | C4-photosynthesis 
5532 | plant | Photosynthesis | C4 plant | Starch storage by plant 
5536 | plant | Starch storage by plant | carbon 14 atom | Radioactivity 
5537 | plant | Photosynthesis | carbon 14 atom | Radioactivity 
5541 | ATP synthase | Facilitated diffusion | ribonuclease | Hydrolysis 
5542 | ATP synthase | Synthesis of ATP | ribonuclease | Hydrolysis 
5546 | ribonuclease | Hydrolysis | C4 plant | C4-photosynthesis 
5546 | ribonuclease | Hydrolysis | C4 plant | Starch storage by plant 
5553 | PEP carboxylase | Carbon fixation | ribonuclease | Hydrolysis 
5558 | cotransporter | Cotransport | ribonuclease | Hydrolysis 
5559 | cotransporter | Exergonic process | ribonuclease | Hydrolysis 
5562 | lysosomal enzyme | Hydrolysis | C4 plant | C4-photosynthesis 
5562 | lysosomal enzyme | Hydrolysis | C4 plant | Starch storage by plant 
5563 | C4 plant | C4-photosynthesis | ribonuclease | Hydrolysis 
5564 | C4 plant | Starch storage by plant | ribonuclease | Hydrolysis 
5573 | transport membrane protein | Facilitated diffusion | plant | Starch storage by plant 
5573 | transport membrane protein | Facilitated diffusion | plant | Photosynthesis 
5576 | PEP carboxylase | Carbon fixation | thylakoid | Light reaction 
5577 | C3 plant | Starch storage by plant | radioactive isotope | Radioactivity 
5582 | transport membrane protein | Facilitated diffusion | C4 plant | C4-photosynthesis 
5582 | transport membrane protein | Facilitated diffusion | C4 plant | Starch storage by plant 
5584 | lysosomal enzyme | Hydrolysis | cytoplasmic protein kinase | Phosphorylation 
5585 | mitochondrion | Eukaryotic oxidative phosphorylation | plant | Starch storage by plant 
5585 | mitochondrion | Eukaryotic oxidative phosphorylation | plant | Photosynthesis 
5586 | mitochondrion | Eukaryotic pyruvate oxidation | plant | Starch storage by plant 
5586 | mitochondrion | Eukaryotic pyruvate oxidation | plant | Photosynthesis 
5589 | phosphofructokinase | Phosphorylation | carbon 14 atom | Radioactivity 
5590 | C3 plant | Starch storage by plant | radioactive isotope | Radioactivity 
5592 | CAM plant | Starch storage by plant | cytoplasmic protein kinase | Phosphorylation 
5593 | CAM plant | Crassulacean acid metabolism | cytoplasmic protein kinase | Phosphorylation 
5595 | phosphofructokinase | Phosphorylation | carbon 14 atom | Radioactivity 
5600 | ribonuclease | Hydrolysis | plant | Starch storage by plant 
5600 | ribonuclease | Hydrolysis | plant | Photosynthesis 
5602 | plant | Starch storage by plant | CAM plant | Starch storage by plant 
5602 | plant | Starch storage by plant | CAM plant | Crassulacean acid metabolism 
5603 | plant | Photosynthesis | CAM plant | Starch storage by plant 
5603 | plant | Photosynthesis | CAM plant | Crassulacean acid metabolism 
5612 | C3 plant | Starch storage by plant | cytoplasmic protein kinase | Phosphorylation 
5613 | mitochondrion | Eukaryotic oxidative phosphorylation | ATP synthase | Facilitated diffusion 
5613 | mitochondrion | Eukaryotic oxidative phosphorylation | ATP synthase | Synthesis of ATP 
5614 | mitochondrion | Eukaryotic pyruvate oxidation | ATP synthase | Facilitated diffusion 
5614 | mitochondrion | Eukaryotic pyruvate oxidation | ATP synthase | Synthesis of ATP 
5616 | smooth endoplasmic reticulum | Metabolism | cytoplasmic protein kinase | Phosphorylation 
5617 | cellulose | Adhesion | C4 plant | C4-photosynthesis 
5617 | cellulose | Adhesion | C4 plant | Starch storage by plant 
5620 | radioactive isotope | Radioactivity | ATP synthase | Facilitated diffusion 
